JobTitle	BasePay	OvertimePay	OtherPay	Benefits	TotalPay	TotalPayBenefits	Year	Status
Eng/Arch/Landscape Arch Sr	28678	3	7	89619	190189.04	244676.44	2014	FT
Eng/Arch/Landscape Arch Sr	28678	3	7	89617	190189.04	244675.16	2014	FT
Project Manager 4	28677	3	7	89617	190189.03	244675.15	2014	FT
Eng/Arch/Landscape Arch Sr	28677	3	7	89616	190189.03	244675.14	2014	FT
Manager VII	27475	3	31874	92100	182873.68	244655.8	2014	FT
Lieutenant, Fire Suppression	17145	47924	13039	85167	197422.65	244643.09	2014	FT
Nurse Manager	27303	3	5892	89016	191086.6	244465.17	2014	FT
Lieutenant, Fire Suppression	16596	36225	41960	85638	196486.1	244344.07	2014	FT
Senior Physician Specialist	27333	3	80347	90067	188610.24	244252.96	2014	FT
Dep Dir III	27486	3	7	92528	180678.61	244062.95	2014	FT
Firefighter	7883	55183	29582	81495	200471.7	243936.35	2014	FT
Lieutenant, Fire Suppression	17146	45300	21512	85546	196149.78	243875.61	2014	FT
Engineer/Architect Principal	28554	3	7	89554	189344.11	243652.62	2014	FT
Pharmacist	19669	17380	44515	88055	191935.94	243586.45	2014	FT
Nurse Practitioner	28136	3	50718	90704	186305.29	243515.74	2014	FT
Firefighter	9653	54546	26779	81210	200133.63	243415.69	2014	FT
IS Engineer-Principal	22124	3	56262	83882	197642.75	243369.06	2014	FT
Sergeant 2	18686	51454	64710	79999	200849.97	243337.65	2014	FT
Head Park Patrol Officer	89257	407	45476	43240	212535.9	243155.98	2014	FT
EMT/Paramedic/Firefighter	16325	47521	16851	84897	196178.18	243098.84	2014	FT
Manager VI	27555	3	7	92115	181187.63	243027.17	2014	FT
Clinical Nurse Specialist	28092	3	34847	90635	185836.27	242866.6	2014	FT
Firefighter	8688	55405	24488	81452	199377.93	242818.92	2014	FT
Heating/Ventilating Inspector	6184	65144	7	68089	205528.88	242708.51	2014	FT
Manager VII, MTA	27545	3	29341	92003	181294.53	242593.34	2014	FT
Senior Physician Specialist	27279	3	947	88781	189587.74	242573.83	2014	PT
Sergeant 3	19427	45877	9661	80535	199685.98	242527.31	2014	FT
Nurse Practitioner	27804	3	30545	90677	185379.5	242490.54	2014	FT
Captain, Fire Suppression	21873	21803	28895	88292	190437.81	242449.45	2014	FT
Senior Physician Specialist	28465	3	7	89271	188560.76	242375.81	2014	FT
Captain, Fire Suppression	26099	3	21150	88984	188925.02	242246.16	2014	FT
Senior Physician Specialist	28284	3	21910	89018	188824.25	242203.25	2014	FT
Clinical Nurse Specialist	27791	20693	34847	90475	185477.15	242124.51	2014	FT
Lieutenant, Fire Suppression	18903	40728	21273	85655	194145.24	242030.95	2014	FT
Police Officer 2	11105	61514	34631	71600	203630.87	241981.3	2014	FT
Police Officer 2	9721	57253	19474	71358	203641.99	241922.6	2014	FT
Lieutenant, Fire Suppression	19302	42114	13401	85154	194658.21	241867.08	2014	FT
Lieut,Fire Prev	23098	27993	8273	86051	193230.59	241662	2014	FT
Attorney (Civil/Criminal)	27110	3	82329	89292	187775.05	241627.79	2014	FT
EMT/Paramedic/Firefighter	16277	46897	16824	84626	194891.36	241506.46	2014	FT
Electrical Transit System Mech	95366	3684	3986	57004	207176.23	241347.02	2014	FT
Nurse Practitioner	27469	3	49009	90516	184532.74	241327.02	2014	FT
Track Maint Wrk Sprv 1	101965	2678	68509	60124	206383.96	241257.42	2014	FT
Police Officer 3	12323	57936	78186	74235	201881.61	241141.23	2014	FT
Lieutenant, Fire Suppression	17144	43829	20572	85523	193430.99	241125.3	2014	FT
Dep Dir III	27399	3	7	91946	180041.44	241079.35	2014	FT
EMT/Paramedic/Firefighter	16328	46868	14867	84763	194238.06	241012.71	2014	FT
Dep Dir III	27291	3	7	92044	179416.33	240875.45	2014	FT
Nurse Practitioner	24762	25723	38589	88142	188952.54	240782.92	2014	FT
Firefighter	7882	54163	28245	81540	197256.8	240761.35	2014	FT
EMT/Paramedic/Firefighter	16495	46205	16979	84423	194392.95	240739.41	2014	FT
Dep Dir IV	27169	3	7	92148	178715.86	240707.41	2014	FT
Capt,Fire Prev or Fire Invsgtn	25757	62732	3214	87995	189167.22	240670.79	2014	FT
Lieutenant, Fire Suppression	20036	26712	33356	87803	189504.5	240627.34	2014	FT
Firefighter	8690	48028	40939	82625	196067.69	240552.42	2014	FT
Firefighter	7884	58487	6948	77625	199463.08	240466.88	2014	FT
Chief Deputy Sheriff	24381	64593	25022	87382	190049.83	240438.35	2014	FT
EMT/Paramedic/Firefighter	16395	50676	75454	83658	194955.78	240379.01	2014	FT
Head Atty, Civil & Criminal	28829	3	58198	81576	196793.27	240331.54	2014	FT
Sergeant 3	19428	45530	3878	80789	197247.87	240246.38	2014	FT
Senior Physician Specialist	27140	3	80100	88702	187373.7	240208.78	2014	FT
Mayoral Staff XVII	26096	3	73371	91872	179270.46	240112.82	2014	FT
Senior Physician Specialist	27423	3	62429	89490	185870.8	240031.31	2014	FT
Manager VII	27196	3	7	91953	178869.32	239939.59	2014	FT
Sergeant 3	19422	44264	9757	80472	197063.5	239881.55	2014	FT
Nurse Practitioner	27803	3	7	90478	183200.03	239859.6	2014	FT
Police Officer 3	14470	54925	78139	76318	199438.4	239769.75	2014	FT
Firefighter	7878	53036	29899	81957	195720.31	239590	2014	FT
Senior Deputy Sheriff	2962	55561	35667	77268	198688.2	239536.76	2014	FT
Physician Assistant	24444	39685	9023	65700	202949.1	239383.64	2014	FT
Sergeant 3	19887	35541	30078	81737	195449.13	239134.88	2014	FT
Dep Dir IV	25875	3	73914	91980	177914.41	239080.87	2014	FT
Inspector 3	19427	32946	35210	82489	194602.95	238955.14	2014	FT
Sergeant 3	19423	46609	72956	81488	195478.74	238938.6	2014	FT
Manager V	27013	3	7	91969	177781.21	238889.27	2014	FT
Senior Physician Specialist	27893	3	7	89781	183872	238838.44	2014	FT
Lieutenant, Fire Suppression	16383	44503	18715	84846	191956.84	238836.89	2014	FT
Lieutenant, Fire Suppression	17145	40744	24968	85874	190625.27	238800.89	2014	FT
Lieutenant, Fire Suppression	17083	42252	24787	84262	192511.82	238681.76	2014	FT
Manager VI	26960	3	7	91952	177534.42	238591.62	2014	FT
Lieutenant, Fire Suppression	17150	38503	29596	86124	190029.76	238569.2	2014	FT
Nurse Practitioner	26948	3	54989	90365	182181.07	238530.89	2014	FT
Lieutenant, Fire Suppression	17150	38443	31785	85027	191427.1	238458.46	2014	FT
Captain, Fire Suppression	22024	28271	11147	86713	188991.68	238451.72	2014	FT
EMT/Paramedic/Firefighter	16779	43084	18936	85388	190910.71	238425.06	2014	FT
Lieutenant 3	23657	23422	2520	85578	190617.41	238386.23	2014	FT
Manager V	27022	3	7	91797	177815.03	238370.71	2014	FT
Manager VIII, MTA	26772	3	175	91898	177266.26	238242.6	2014	FT
Dep Dir III	26971	3	7	91789	177599.11	238108.77	2014	FT
Firefighter	8116	54523	20968	80451	195195.57	237998.69	2014	FT
Pilot of Fire Boats	21875	32233	82900	86852	188254.92	237944.81	2014	FT
Firefighter	8691	49571	36475	81218	194616.97	237900.17	2014	FT
Firefighter	7849	52376	30016	81405	194344.13	237760.74	2014	FT
EMT/Paramedic/Firefighter	16326	43818	18554	85062	190632.66	237706.2	2014	FT
Nurse Practitioner	27604	3	34847	90091	181774.61	237488.72	2014	FT
Captain, Fire Suppression	22188	13824	26394	88317	185423.06	237466.53	2014	FT
Physician Specialist	27261	3	63568	88510	185054.27	237464.17	2014	FT
Dept Head II	26804	3	7	91869	176484.05	237316.63	2014	FT
Dept Head II	26797	3	7	91867	176470.18	237299.89	2014	FT
Nurse Manager	25826	3	15070	88541	184782.53	237266.27	2014	FT
Firefighter	8689	52823	25229	81376	193824.94	237226.77	2014	FT
Inspector 3	13206	427	69221	73476	198259.49	237218.22	2014	PT
Captain, Emergency Med Svcs	21209	13765	36549	86506	188040.3	237155.51	2014	FT
Attorney (Civil/Criminal)	27107	3	62513	88916	183979.02	237135.06	2014	FT
Attorney (Civil/Criminal)	27211	3	56138	88922	183795.73	236966.24	2014	FT
Manager V	26760	3	7	91854	176167.55	236933	2014	FT
Police Officer	5699	60652	83630	66499	200228.93	236902.55	2014	FT
Firefighter	8690	52769	24770	81377	193484.95	236886.79	2014	FT
Manager VII	26583	3	7	92092	175109.49	236845.63	2014	FT
Lieutenant, Fire Suppression	17151	39009	25528	85905	188525.02	236757.32	2014	FT
Lieutenant, Fire Suppression	16592	39773	26863	85577	188935.44	236704.21	2014	FT
Attorney (Civil/Criminal)	27107	3	59738	88878	183575.84	236647.91	2014	FT
Inspector 3	19433	39387	16757	82193	192477.31	236519.78	2014	FT
Lieut,Fire Prev	21715	2652	41123	85246	189102.79	236425.03	2014	FT
Manager VIII, MTA	26683	3	7	91813	175729.46	236344.95	2014	FT
Lieutenant, Fire Suppression	16591	39999	25150	85589	188409.66	236194.56	2014	FT
Attorney (Civil/Criminal)	27109	3	56520	88786	183174.44	236164.17	2014	FT
Attorney (Civil/Criminal)	27116	3	56520	88783	183174.51	236163.03	2014	FT
Attorney (Civil/Criminal)	27114	3	56520	88784	183174.49	236163.02	2014	FT
Attorney (Civil/Criminal)	27113	3	56520	88784	183174.48	236163.01	2014	FT
Attorney (Civil/Criminal)	27111	3	56520	88784	183174.46	236162.99	2014	FT
Attorney (Civil/Criminal)	27112	3	56518	88785	183174.45	236162.99	2014	FT
Attorney (Civil/Criminal)	27110	3	56520	88784	183174.45	236162.98	2014	FT
Attorney (Civil/Criminal)	27109	3	56520	88784	183174.44	236162.97	2014	FT
Attorney (Civil/Criminal)	27109	3	56520	88784	183174.44	236162.97	2014	FT
Attorney (Civil/Criminal)	27108	3	56520	88784	183174.43	236162.96	2014	FT
Attorney (Civil/Criminal)	27108	3	56519	88784	183174.42	236162.95	2014	FT
Attorney (Civil/Criminal)	27107	3	56520	88783	183174.42	236162.94	2014	FT
Attorney (Civil/Criminal)	27107	3	56520	88783	183174.42	236162.94	2014	FT
Attorney (Civil/Criminal)	27107	3	56520	88783	183174.42	236162.94	2014	FT
Attorney (Civil/Criminal)	27108	3	56520	88782	183174.43	236160.83	2014	FT
Lieutenant, Fire Suppression	13078	43584	32828	84833	189279.39	236142	2014	FT
Attorney (Civil/Criminal)	27115	3	56045	88771	183112	236086.82	2014	FT
Attorney (Civil/Criminal)	27113	3	56044	88772	183111.97	236086.8	2014	FT
Attorney (Civil/Criminal)	27114	3	56043	88771	183111.97	236086.79	2014	FT
Attorney (Civil/Criminal)	27112	3	56045	88770	183111.97	236086.78	2014	FT
Attorney (Civil/Criminal)	27112	3	56045	88770	183111.97	236086.78	2014	FT
Attorney (Civil/Criminal)	27111	3	56045	88770	183111.96	236086.77	2014	FT
Attorney (Civil/Criminal)	27109	3	56045	88771	183111.94	236086.76	2014	FT
Attorney (Civil/Criminal)	27110	3	56045	88770	183111.95	236086.76	2014	FT
Attorney (Civil/Criminal)	27109	3	56045	88770	183111.94	236086.75	2014	FT
Attorney (Civil/Criminal)	27109	3	56045	88770	183111.94	236086.75	2014	FT
Attorney (Civil/Criminal)	27108	3	56045	88770	183111.93	236086.74	2014	FT
Attorney (Civil/Criminal)	27108	3	56045	88770	183111.93	236086.74	2014	FT
Attorney (Civil/Criminal)	27108	3	56045	88770	183111.93	236086.74	2014	FT
Attorney (Civil/Criminal)	27109	3	56044	88770	183111.93	236086.74	2014	FT
Attorney (Civil/Criminal)	27108	3	56045	88770	183111.93	236086.74	2014	FT
Attorney (Civil/Criminal)	27108	3	56044	88770	183111.92	236086.73	2014	FT
Attorney (Civil/Criminal)	27107	3	56045	88770	183111.92	236086.73	2014	FT
Attorney (Civil/Criminal)	27107	3	56044	88770	183111.91	236086.72	2014	FT
Nurse Manager	26367	3	968	88358	183928.36	236053.18	2014	FT
Manager VI	26630	3	7	91810	175422.94	236029.33	2014	FT
Lieutenant, Fire Suppression	13584	41414	35272	84870	189110.83	236014.48	2014	FT
Mayoral Staff XVII	25560	3	64940	92056	174427.6	235984.62	2014	FT
Attorney (Civil/Criminal)	27108	3	54972	88754	182977.83	235924.72	2014	FT
Nurse Practitioner	27387	3	34847	90080	180236.43	235901.51	2014	FT
Board Scty, MTA	26259	3	39728	91684	175813.64	235896.06	2014	FT
Lieutenant, Fire Suppression	17146	40655	19194	85515	188139.83	235825.83	2014	FT
Nurse Manager	23342	3	40226	87373	185423.79	235791.49	2014	FT
Firefighter	8690	56452	2419	78859	194026.55	235743.68	2014	FT
Attorney (Civil/Criminal)	27107	3	52816	88727	182707	235597.5	2014	FT
Firefighter	7882	52352	26693	80794	192482.6	235481.43	2014	FT
Nurse Practitioner	26587	3	53625	90112	179644.52	235424.53	2014	FT
Sergeant 3	19436	47592	37391	80463	192535.5	235348.98	2014	FT
Senior Parking Control Officer	83358	49288	4612	85210	187968.49	235232.77	2014	FT
Treasurer	26598	3	7	91666	175202.73	235204.37	2014	FT
Lieutenant 3	21332	63977	45833	82673	190643.5	235165.48	2014	FT
EMT/Paramedic/Firefighter	16776	41356	17253	85291	187694.56	235071.81	2014	FT
Captain 3	26355	28437	76816	87421	184515.47	234998.24	2014	FT
Captain, Emergency Med Svcs	22011	32132	80140	84768	188184.84	234965.44	2014	FT
Attorney (Civil/Criminal)	27112	3	48313	88671	182165.37	234943.07	2014	FT
EMT/Paramedic/Firefighter	15907	43384	17292	84575	188302.36	234833.19	2014	FT
Firefighter	8765	49556	31241	82450	190435.63	234737.88	2014	FT
Manager VI	26089	3	35162	91774	174210.64	234683.49	2014	FT
Nurse Practitioner	26187	3	59347	90651	177560.03	234622.25	2014	FT
Insp, Fire Dept	14694	48710	8993	81723	190938.47	234612.44	2014	FT
Inspector 3	19245	38797	18692	80241	191868.96	234512.59	2014	FT
Fire Safety Inspector 2	17639	46674	75379	81895	190617.61	234432.73	2014	FT
Attorney (Civil/Criminal)	27108	3	43967	88632	181680.71	234358.2	2014	FT
Lieutenant, Fire Suppression	17148	39970	17958	85436	186704.5	234292.47	2014	FT
Dep Dir III	26382	3	7	91726	173872.25	234147.15	2014	FT
Attorney (Civil/Criminal)	27109	3	42051	88616	181481.44	234116.74	2014	FT
Registered Nurse	20336	52130	44514	88320	182006.14	234050.96	2014	FT
Police Officer 3	12321	54719	83322	73156	195197.53	234043.73	2014	FT
Lieutenant, Fire Suppression	15770	13182	52137	85124	186847.54	234011.02	2014	FT
Attorney (Civil/Criminal)	27110	3	40675	88609	181344.67	233951.49	2014	FT
Manager VI	26363	3	7	91717	173688.28	233923.97	2014	FT
Attorney (Civil/Criminal)	27111	3	39262	88590	181207.9	233785.64	2014	FT
Assistant Inspector 3	19420	35304	25647	80472	190961.12	233779.17	2014	FT
EMT/Paramedic/Firefighter	16780	40965	15386	85171	186445.12	233672.66	2014	FT
Chief Deputy Sheriff	24956	32184	13374	87958	182208.27	233664.94	2014	FT
Attorney (Civil/Criminal)	27110	3	8711	89420	179546.03	233554.65	2014	FT
Registered Nurse	20336	3523	42928	85687	185618.72	233551.31	2014	FT
Attorney (Civil/Criminal)	26783	3	55714	88507	181107.87	233511.07	2014	FT
Captain, Fire Suppression	22188	22922	39676	88317	181350.37	233393.84	2014	FT
Capt,Fire Prev or Fire Invsgtn	25489	3	11481	88133	181509.12	233321.98	2014	FT
Nurse Practitioner	26987	3	34847	89947	177925.04	233289.24	2014	FT
Police Officer 3	12321	51485	14974	75839	193091.57	233152.46	2014	FT
Sergeant 3	19427	38290	14286	80711	190173.34	233121.49	2014	FT
Lieutenant 3	23557	18565	1990	84718	186347.13	233076.21	2014	FT
Engineer/Architect Principal	26749	3	53867	88517	180618.28	233039.33	2014	FT
Nurse Manager	27470	3	7	88522	180587.68	233017.77	2014	FT
Engineer/Architect Principal	27460	3	7	88514	180509.02	232928.5	2014	FT
Firefighter	8691	50740	24796	81376	189274.62	232676.45	2014	FT
Captain, Fire Suppression	22187	24252	83041	87163	182612.74	232628.94	2014	FT
Firefighter	7141	50661	29407	81244	189311	232617.28	2014	FT
Police Officer 3	13118	55295	51724	74811	193047.96	232590.25	2014	FT
EMT/Paramedic/Firefighter	16774	41998	9477	84792	185765.18	232569.69	2014	FT
Dep Dir III	26280	3	7	91428	173019.41	232550.9	2014	FT
Inspector 3	19416	32042	27234	82473	188112.6	232446.62	2014	FT
Firefighter	8689	50534	25293	81375	189042.33	232444.15	2014	FT
Police Officer 2	4815	59147	78133	73963	193256.4	232374	2014	FT
Sergeant 3	19417	48110	52645	83337	187178.11	232267.04	2014	FT
Nurse Practitioner	23990	3	27417	88851	179230.13	232232.9	2014	PT
Chief Deputy Sheriff	24957	50173	17686	87581	181378.9	232143.52	2014	FT
Lieutenant 3	23732	12374	4580	85429	184544.23	232126.15	2014	FT
Physician Assistant	26963	33525	59507	84191	185993.43	232074.11	2014	FT
Sergeant, (Police Department)	16790	43768	14449	78924	190270.76	232031.76	2014	FT
Sergeant 3	14786	41368	35148	75893	191892.02	231985.23	2014	FT
Inspector 3	19425	37272	13782	81345	188555.35	231949.1	2014	FT
Lieutenant, Fire Suppression	21727	14195	25911	86263	183137.28	231930.26	2014	FT
Attorney (Civil/Criminal)	27113	3	10567	88418	179608.56	231835.43	2014	FT
Attorney (Civil/Criminal)	27112	3	10567	88416	179608.55	231835.39	2014	FT
Attorney (Civil/Criminal)	27110	3	10567	88416	179608.53	231835.37	2014	FT
Attorney (Civil/Criminal)	27110	3	10567	88416	179608.53	231835.37	2014	FT
Attorney (Civil/Criminal)	27110	3	10567	88416	179608.53	231835.37	2014	FT
Attorney (Civil/Criminal)	27109	3	10567	88416	179608.52	231835.36	2014	FT
Attorney (Civil/Criminal)	27109	3	10567	88416	179608.52	231835.36	2014	FT
Attorney (Civil/Criminal)	27108	3	10567	88416	179608.51	231835.35	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88416	179608.5	231835.34	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88416	179608.5	231835.34	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88416	179608.5	231835.34	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88416	179608.5	231835.34	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88416	179608.5	231835.34	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88415	179608.5	231835.33	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88415	179608.5	231835.33	2014	FT
Attorney (Civil/Criminal)	27107	3	10567	88415	179608.5	231835.33	2014	FT
Attorney (Civil/Criminal)	27109	3	10567	88413	179608.52	231831.71	2014	FT
Senior Physician Specialist	27208	3	7	88716	178950.03	231809.86	2014	FT
Physician Specialist	27430	3	7	87974	180294.24	231769.96	2014	FT
Attorney (Civil/Criminal)	27110	3	8711	88408	179546.03	231759.17	2014	FT
Attorney (Civil/Criminal)	27110	3	8711	88406	179546.03	231759.15	2014	FT
Attorney (Civil/Criminal)	27109	3	8711	88406	179546.02	231759.14	2014	FT
Attorney (Civil/Criminal)	27108	3	8711	88406	179546.01	231759.13	2014	FT
Attorney (Civil/Criminal)	27111	3	10567	88336	179608.54	231697.04	2014	FT
EMT/Paramedic/Firefighter	14154	41316	30375	83283	186582.39	231617.04	2014	FT
Engineer/Architect Principal	24631	3	20118	87938	180131.69	231532.06	2014	FT
Transit Power Line Sprv1	3282	62785	12747	66825	194712.44	231483.89	2014	FT
Captain, Fire Suppression	21872	9673	22993	87829	180230.74	231408.52	2014	FT
Project Manager 3	27253	3	7	88368	179159	231289.19	2014	FT
Firefighter	7635	49054	30533	81773	187470.34	231193.4	2014	FT
Lieutenant, Fire Suppression	20158	24002	25041	85961	182732.37	231043.71	2014	FT
Registered Nurse	20336	56649	45538	84800	184146.06	230957.99	2014	FT
Firefighter	7748	47877	32802	81837	187153.97	230923.65	2014	FT
Police Officer 3	12324	50156	19349	73103	192006.97	230846.62	2014	FT
Sergeant 3	19419	31143	28471	80634	187904.56	230803.1	2014	FT
Diagnostic Imaging Tech II	9257	36787	52074	71369	192502.13	230785.08	2014	FT
Firefighter	8690	49874	24882	81226	187446.64	230736.14	2014	FT
Registered Nurse	19905	1080	37380	88924	177541.87	230716.86	2014	FT
Attorney (Civil/Criminal)	26930	3	10567	88303	178651.5	230679.09	2014	FT
Sergeant 3	19416	31952	25525	81354	187172.55	230570.79	2014	FT
Fire Safety Inspector 2	18338	42600	75945	82448	186227.58	230527.71	2014	FT
Attorney (Civil/Criminal)	26910	3	10567	88223	178502.01	230490.86	2014	FT
Registered Nurse	20135	6702	47018	75480	190513.64	230421.87	2014	FT
Police Officer 3	11668	51360	15758	72764	191674.2	230412.64	2014	FT
Sergeant 3	19196	37735	11382	80561	187484.63	230342.8	2014	FT
Police Officer 3	12326	52821	1109	73063	191433.88	230267.01	2014	FT
Transit Power Line Sprv1	3754	58092	2139	74200	190969.79	230213.04	2014	FT
Lieutenant, Fire Suppression	17147	36484	19305	85411	182624.38	230172.51	2014	FT
Head Atty, Civil & Criminal	26882	3	10567	88136	178327.93	230153.32	2014	FT
Police Officer 3	12311	48025	26297	74234	190823.94	230083.39	2014	FT
Manager VI	25761	3	7	91777	169561.37	230049.82	2014	FT
Lieutenant 3	23737	3607	11099	85419	182316.05	229881.29	2014	FT
Police Officer 2	9879	55539	77545	71449	191538.32	229846.63	2014	FT
Lieutenant, Fire Suppression	16361	37360	21878	84881	182918.46	229828.98	2014	FT
Sergeant 3	14788	50535	72828	75878	189649.9	229736.55	2014	FT
Registered Nurse	20225	59721	37302	89141	176106.84	229688.38	2014	FT
Firefighter	8691	51297	14588	81051	186328.29	229490.89	2014	FT
Firefighter	8688	50205	19765	81202	186119.87	229395.64	2014	FT
Firefighter	8689	47566	29570	81816	185602.96	229357.41	2014	FT
Nurse Practitioner	26469	3	34847	89665	174687.07	229290.83	2014	FT
Captain, Fire Suppression	21872	61315	28895	88286	177257.95	229261.22	2014	FT
